
1550759066291,2019-02-21,19:54:26.291,2019-02-22,17:54:26.291,45.833333333333336,2019-02-21 19:54:26.438
1550759246783,2019-02-21,19:57:26.901,2019-02-22,07:57:26.901,50.0,2019-02-21 19:57:27.071
1550759289410,2019-02-21,19:58:09.541,2019-02-22,07:58:09.541,50.0,2019-02-21 19:58:09.704
1550759303101,2019-02-21,19:58:23.101,2019-02-22,07:58:23.101,75.0,2019-02-21 19:58:23.259
1550762591705,2019-02-21,20:53:11.818,2019-02-23,16:53:11.818,91.66666666666667,2019-02-21 20:53:11.986
1550836679278,2019-02-22,17:27:59.530,2019-02-22,20:27:59.530,12.5,2019-02-22 17:27:59.887
1550836733520,2019-02-22,17:28:53.520,2019-02-22,19:28:53.520,12.5,2019-02-22 17:28:53.637
1550837622239,2019-02-22,17:43:42.368,2019-02-23,05:43:42.368,50.0,2019-02-22 17:43:42.598
1550837814308,2019-02-22,17:46:54.423,2019-02-23,05:46:54.423,50.0,2019-02-22 17:46:54.528
1550837930837,2019-02-22,17:48:50.959,2019-02-23,05:48:50.959,50.0,2019-02-22 17:48:51.089
1551649222797,2019-03-04,03:10:22.873,2019-03-04,16:10:22.873,54.166666666666664,2019-03-04 03:10:23.15
1551805014399,2019-03-05,22:26:54.481,2019-03-06,00:26:54.481,8.333333333333334,2019-03-05 22:26:55.598
1551807013822,2019-03-05,23:00:13.942,2019-03-06,19:00:13.942,83.33333333333333,2019-03-05 23:00:14.504
1551807118270,2019-03-05,23:01:58.270,2019-03-06,11:01:58.270,25.0,2019-03-05 23:01:58.455
1551892109594,2019-03-06,22:38:29.710,2019-03-07,10:38:29.710,25.0,2019-03-06 22:38:30.124
1551892802027,2019-03-06,22:50:02.085,2019-03-06,23:50:02.085,2.0833333333333335,2019-03-06 22:50:02.367
1551942764921,2019-03-07,12:42:45.124,2019-03-08,00:42:45.124,75.0,2019-03-07 12:42:45.426
1551942986379,2019-03-07,12:46:26.433,2019-03-08,01:46:26.433,54.166666666666664,2019-03-07 12:46:26.616
1551943243895,2019-03-07,12:50:43.951,2019-03-07,19:50:43.951,14.583333333333334,2019-03-07 12:50:44.099
1551943993609,2019-03-07,13:03:14.582,2019-03-08,01:03:14.582,25.0,2019-03-07 13:03:15.179
1551944317562,2019-03-07,13:08:37.628,2019-03-07,16:08:37.628,6.25,2019-03-07 13:08:37.829
1551944383862,2019-03-07,13:09:43.862,2019-03-08,01:09:43.862,25.0,2019-03-07 13:09:44.079
1551949370714,2019-03-07,14:32:50.828,2019-03-07,16:32:50.828,8.333333333333334,2019-03-07 14:32:51.028
1551949611832,2019-03-07,14:36:51.906,2019-03-08,02:36:51.906,50.0,2019-03-07 14:36:52.187
1551949669234,2019-03-07,14:37:49.234,2019-03-08,02:37:49.234,50.0,2019-03-07 14:37:49.346
1551950273238,2019-03-07,14:47:53.297,2019-03-08,02:47:53.297,50.0,2019-03-07 14:47:53.537
1551950568172,2019-03-07,14:52:48.172,2019-03-08,12:52:48.172,91.66666666666667,2019-03-07 14:52:48.369
1551950592736,2019-03-07,14:53:12.736,2019-03-08,12:53:12.736,137.5,2019-03-07 14:53:12.884
1551950659978,2019-03-07,14:54:19.978,2019-03-07,17:54:19.978,6.25,2019-03-07 14:54:20.191
1551975463850,2019-03-07,21:47:43.937,2019-03-08,00:47:43.937,6.25,2019-03-07 21:47:44.193
1551975629262,2019-03-07,21:50:29.318,2019-03-08,20:50:29.318,95.83333333333333,2019-03-07 21:50:29.544
1551976412272,2019-03-07,22:03:32.432,2019-03-09,07:03:32.432,68.75,2019-03-07 22:03:33.452
1552058531925,2019-03-08,20:52:12.037,2019-03-09,08:52:12.037,25.0,2019-03-08 20:52:12.779
1552058549773,2019-03-08,20:52:29.773,2019-03-09,08:52:29.773,25.0,2019-03-08 20:52:29.865
1552059319399,2019-03-08,21:05:19.475,2019-03-09,09:05:19.475,25.0,2019-03-08 21:05:19.83
1552059346489,2019-03-08,21:05:46.489,2019-03-09,09:05:46.489,25.0,2019-03-08 21:05:46.59
1552059504589,2019-03-08,21:08:24.639,2019-03-08,22:08:24.639,2.0833333333333335,2019-03-08 21:08:24.882
1552059511939,2019-03-08,21:08:31.939,2019-03-08,22:08:31.939,2.0833333333333335,2019-03-08 21:08:32.114
1552059897558,2019-03-08,21:14:57.606,2019-03-08,23:14:57.606,4.166666666666667,2019-03-08 21:14:58.01
1552059916567,2019-03-08,21:15:16.567,2019-03-09,00:15:16.567,6.25,2019-03-08 21:15:16.71
1552060207237,2019-03-08,21:20:07.300,2019-03-09,00:20:07.300,12.5,2019-03-08 21:20:07.533
1552060217420,2019-03-08,21:20:17.420,2019-03-09,00:20:17.420,12.5,2019-03-08 21:20:17.59
1552060389209,2019-03-08,21:23:09.260,2019-03-09,01:23:09.260,16.666666666666668,2019-03-08 21:23:09.516
1552060402556,2019-03-08,21:23:22.561,2019-03-10,17:23:22.561,183.33333333333334,2019-03-08 21:23:22.714
1552060845984,2019-03-08,21:30:46.074,2019-03-09,00:30:46.074,12.5,2019-03-08 21:30:46.376
1552060859399,2019-03-08,21:30:59.399,2019-03-10,06:30:59.399,137.5,2019-03-08 21:30:59.561
1552060962331,2019-03-08,21:32:42.384,2019-03-08,22:32:42.384,4.166666666666667,2019-03-08 21:32:42.542
1552060971800,2019-03-08,21:32:51.800,2019-03-09,12:32:51.800,62.5,2019-03-08 21:32:51.923
1552062006415,2019-03-08,21:50:06.473,2019-03-09,01:50:06.473,16.666666666666668,2019-03-08 21:50:06.639
1552062445564,2019-03-08,21:57:25.614,2019-03-08,23:57:25.614,4.166666666666667,2019-03-08 21:57:25.793
1552062445564,2019-03-08,21:57:25.614,2019-03-08,23:57:25.614,4.166666666666667,2019-03-08 21:57:33.833
1552062445564,2019-03-08,21:57:25.614,2019-03-08,23:57:25.614,4.166666666666667,2019-03-08 21:57:41.612
1552063151118,2019-03-08,22:09:11.171,2019-03-09,10:09:11.171,25.0,2019-03-08 22:09:11.496
1552063151118,2019-03-08,22:09:31.721,2019-03-09,15:09:31.721,35.416666666666664,2019-03-08 22:09:31.904
1552063151118,2019-03-08,22:11:37.652,2019-03-09,02:11:37.652,8.333333333333334,2019-03-08 22:11:37.897
1552063805624,2019-03-08,22:20:05.674,2019-03-09,01:20:05.674,12.5,2019-03-08 22:20:05.804
1552063805624,2019-03-08,22:20:12.455,2019-03-10,06:20:12.455,133.33333333333334,2019-03-08 22:20:12.496
1552063805624,2019-03-08,22:20:20.969,2019-03-09,01:20:20.969,12.5,2019-03-08 22:20:20.989
1552064332918,2019-03-08,22:28:52.967,2019-03-09,00:28:52.967,8.333333333333334,2019-03-08 22:28:53.087
1552064332918,2019-03-08,22:29:00.397,2019-03-09,10:29:00.397,50.0,2019-03-08 22:29:00.454
1552064599908,2019-03-08,22:33:19.932,2019-03-09,05:33:19.932,29.166666666666668,2019-03-08 22:33:20.018
1552064821841,2019-03-08,22:37:01.876,2019-03-08,23:37:01.876,4.166666666666667,2019-03-08 22:37:02.39
1552064863178,2019-03-08,22:37:43.178,2019-03-09,10:37:43.178,75.0,2019-03-08 22:37:43.29
1552064863178,2019-03-08,22:37:51.788,2019-03-08,23:37:51.788,6.25,2019-03-08 22:37:51.888
1552064923958,2019-03-08,22:38:43.958,2019-03-09,10:38:43.958,50.0,2019-03-08 22:38:44.14
1552065346782,2019-03-08,22:45:46.805,2019-03-09,00:45:46.805,12.5,2019-03-08 22:45:47.001
1552065382763,2019-03-08,22:46:22.763,2019-03-09,10:46:22.763,25.0,2019-03-08 22:46:22.976
1552065382763,2019-03-08,22:46:29.775,2019-03-09,22:46:29.775,50.0,2019-03-08 22:46:29.853
1552065563719,2019-03-08,22:49:23.762,2019-03-09,10:49:23.762,50.0,2019-03-08 22:49:23.967
1552065589889,2019-03-08,22:49:49.889,2019-03-09,10:49:49.889,25.0,2019-03-08 22:49:50.068
1552065589889,2019-03-08,22:49:59.553,2019-03-09,21:49:59.553,47.916666666666664,2019-03-08 22:49:59.789
1552065589889,2019-03-08,22:50:12.967,2019-03-09,22:50:12.967,50.0,2019-03-08 22:50:13.067
1552067761004,2019-03-08,23:26:01.037,2019-03-09,11:26:01.037,25.0,2019-03-08 23:26:01.238
1552067791473,2019-03-08,23:26:31.473,2019-03-09,11:26:31.473,25.0,2019-03-08 23:26:31.666
1552067791473,2019-03-08,23:26:39.838,2019-03-09,22:26:39.838,47.916666666666664,2019-03-08 23:26:39.933
1552114713166,2019-03-09,12:28:33.288,2019-03-10,00:28:33.288,25.0,2019-03-09 12:28:33.648
1552114745261,2019-03-09,12:29:05.261,2019-03-10,10:29:05.261,91.66666666666667,2019-03-09 12:29:05.433
